id,from,to,cost,nodes
2352,1316236849,1316236352,25.09,"['1316236849', '1316236352']"
2353,1316236352,1316236849,25.09,"['1316236352', '1316236849']"
2354,1316236588,1316237108,5.07,"['1316236588', '1316237108']"
2355,1316237108,1316236588,5.07,"['1316237108', '1316236588']"
2356,1316237108,1316237227,13.66,"['1316237108', '1316237227']"
2357,1316237227,1316237108,13.66,"['1316237227', '1316237108']"
2358,1316237227,1316236439,11.62,"['1316237227', '1316236439']"
2359,1316236439,1316237227,11.62,"['1316236439', '1316237227']"
2360,1316236439,483098883,40.26,"['1316236439', '483098883']"
2361,483098883,1316236439,40.26,"['483098883', '1316236439']"
2362,1316236456,1316237051,17.84,"['1316236456', '1316237051']"
2363,1316237051,1316236456,17.84,"['1316237051', '1316236456']"
2364,1316237051,1316236909,20.46,"['1316237051', '1316236489', '1316236909']"
2365,1316236909,1316237051,20.46,"['1316236909', '1316236489', '1316237051']"
2366,1316236474,1316236957,46.21,"['1316236474', '1316236957']"
2367,1316236957,1316236474,46.21,"['1316236957', '1316236474']"
2368,1316236957,639309883,66.38,"['1316236957', '639309883']"
2369,639309883,1316236957,66.38,"['639309883', '1316236957']"
2370,1316237139,1316236855,31.9,"['1316237139', '1316236855']"
2371,1316236855,1316237139,31.9,"['1316236855', '1316237139']"
2372,1316237079,1316237106,43.84,"['1316237079', '1316237106']"
2373,1316237106,1316237079,43.84,"['1316237106', '1316237079']"
2374,1316237106,1316236520,58.63,"['1316237106', '1316236397', '1316236520']"
2375,1316236520,1316237106,58.63,"['1316236520', '1316236397', '1316237106']"
2376,1316236504,1316236462,31.53,"['1316236504', '1316236716', '1316236462']"
2377,1316236462,1316236504,31.53,"['1316236462', '1316236716', '1316236504']"
2378,1316236462,1316237204,31.99,"['1316236462', '1316237204']"
2379,1316237204,1316236462,31.99,"['1316237204', '1316236462']"
2380,1316236592,1316236927,43.5,"['1316236592', '1316236927']"
2381,1316236927,1316236592,43.5,"['1316236927', '1316236592']"
2382,1316236927,1316236979,62.02,"['1316236927', '1316237060', '1316236979']"
2383,1316236979,1316236927,62.02,"['1316236979', '1316237060', '1316236927']"
2384,1316236715,1316236673,76.79,"['1316236715', '1316236667', '1316237118', '1316236673']"
2385,1316236673,1316236715,76.79,"['1316236673', '1316237118', '1316236667', '1316236715']"
2386,1316237237,1316236768,17.66,"['1316237237', '1316236768']"
2387,1316236768,1316237237,17.66,"['1316236768', '1316237237']"
2388,1316236768,1316237128,41.89,"['1316236768', '1316237128']"
2389,1316237128,1316236768,41.89,"['1316237128', '1316236768']"
2390,1316236443,1316236681,35.84,"['1316236443', '1316236681']"
2391,1316236681,1316236443,35.84,"['1316236681', '1316236443']"
2392,1316236693,1316236612,63.32,"['1316236693', '1316236326', '1316236612']"
2393,1316236612,1316236693,63.32,"['1316236612', '1316236326', '1316236693']"
2394,1316236704,1316236380,25.16,"['1316236704', '1316237062', '1316236380']"
2395,1316236380,1316236704,25.16,"['1316236380', '1316237062', '1316236704']"
2396,1316236359,1316237188,28.63,"['1316236359', '1316236345', '1316237188']"
2397,1316237188,1316236359,28.63,"['1316237188', '1316236345', '1316236359']"
2398,1316236363,1316236426,38.35,"['1316236363', '1316236426']"
2399,1316236426,1316236363,38.35,"['1316236426', '1316236363']"
2400,1316236571,1316237161,103.64,"['1316236571', '1316236730', '1316237041', '1316237161']"
2401,1316237161,1316236571,103.64,"['1316237161', '1316237041', '1316236730', '1316236571']"
2402,1316236550,1316236411,86.41,"['1316236550', '1316236415', '1316236513', '1316236411']"
2403,1316236411,1316236550,86.41,"['1316236411', '1316236513', '1316236415', '1316236550']"
2404,1316237135,1316236383,63.22,"['1316237135', '1316236383']"
2405,1316236383,1316237135,63.22,"['1316236383', '1316237135']"
2406,1316236896,1316236704,27.53,"['1316236896', '1316236704']"
2407,1316236704,1316236896,27.53,"['1316236704', '1316236896']"
2408,1316236704,1316236889,39.47,"['1316236704', '1316236703', '1316236889']"
2409,1316236889,1316236704,39.47,"['1316236889', '1316236703', '1316236704']"
2410,1316236889,1316236759,87.87,"['1316236889', '1316237083', '1316236759']"
2411,1316236759,1316236889,87.87,"['1316236759', '1316237083', '1316236889']"
2412,1316236850,1316236807,34.11,"['1316236850', '1316236807']"
2413,1316236807,1316236850,34.11,"['1316236807', '1316236850']"
2414,1316236698,1316236722,52.94,"['1316236698', '1316236620', '1316236722']"
2415,1316236722,1316236698,52.94,"['1316236722', '1316236620', '1316236698']"
2416,1316236661,1316237003,83.13,"['1316236661', '1316236543', '1316236483', '1316237003']"
2417,1316237003,1316236661,83.13,"['1316237003', '1316236483', '1316236543', '1316236661']"
2418,1316237157,1316236333,35.22,"['1316237157', '1316236503', '1316236333']"
2419,1316236333,1316237157,35.22,"['1316236333', '1316236503', '1316237157']"
2420,1316236763,1316236413,45.44,"['1316236763', '1316236540', '1316236413']"
2421,1316236413,1316236763,45.44,"['1316236413', '1316236540', '1316236763']"
2422,1316236378,1316236963,45.69,"['1316236378', '1316236465', '1316236963']"
2423,1316236963,1316236378,45.69,"['1316236963', '1316236465', '1316236378']"
2424,1316236871,1316237235,57.77,"['1316236871', '1316236567', '1316237235']"
2425,1316237235,1316236871,57.77,"['1316237235', '1316236567', '1316236871']"
2426,1316237235,1316236639,25.03,"['1316237235', '1316236639']"
2427,1316236639,1316237235,25.03,"['1316236639', '1316237235']"
2428,1316236519,1316236610,31.0,"['1316236519', '1316236610']"
2429,1316236610,1316236519,31.0,"['1316236610', '1316236519']"
2430,1316237133,1316236665,116.37,"['1316237133', '1316236487', '1316236584', '1316237215', '1316236350', '1316236665']"
2431,1316236665,1316237133,116.37,"['1316236665', '1316236350', '1316237215', '1316236584', '1316236487', '1316237133']"
2432,1316237203,1316236422,67.15,"['1316237203', '1316236373', '1316236422']"
2433,1316236422,1316237203,67.15,"['1316236422', '1316236373', '1316237203']"
2434,1316472060,1316471814,253.35,"['1316472060', '1316471821', '1316471823', '1316471708', '1316471696', '1316472086', '1316471877', '1316471911', '1316471747', '1316471814']"
2435,1316471814,1316472060,253.35,"['1316471814', '1316471747', '1316471911', '1316471877', '1316472086', '1316471696', '1316471708', '1316471823', '1316471821', '1316472060']"
2436,1316472174,1316471796,28.97,"['1316472174', '1316471809', '1316471796']"
2437,1316471796,1316472174,28.97,"['1316471796', '1316471809', '1316472174']"
2438,1316471961,1316472146,59.05,"['1316471961', '1316471973', '1316472146']"
2439,1316472146,1316471961,59.05,"['1316472146', '1316471973', '1316471961']"
2440,1316472146,1316471799,17.19,"['1316472146', '1316471799']"
2441,1316471799,1316472146,17.19,"['1316471799', '1316472146']"
2442,1316471872,1316472013,43.09,"['1316471872', '1316472108', '1316472013']"
2443,1316472013,1316471872,43.09,"['1316472013', '1316472108', '1316471872']"
2444,1316472013,1316471724,37.37,"['1316472013', '1316471724']"
2445,1316471724,1316472013,37.37,"['1316471724', '1316472013']"
2446,1316471724,1316472060,22.19,"['1316471724', '1316472060']"
2447,1316472060,1316471724,22.19,"['1316472060', '1316471724']"
2448,1316471922,1316471793,13.33,"['1316471922', '1316471793']"
2449,1316471793,1316471922,13.33,"['1316471793', '1316471922']"
2450,1316471793,1316471900,28.95,"['1316471793', '1316471836', '1316471957', '1316471900']"
2451,1316471900,1316471793,28.95,"['1316471900', '1316471957', '1316471836', '1316471793']"
2452,1316471900,1316471876,26.3,"['1316471900', '1316471876']"
2453,1316471876,1316471900,26.3,"['1316471876', '1316471900']"
2454,1316472163,1316471808,30.86,"['1316472163', '1316471808']"
2455,1316471808,1316472163,30.86,"['1316471808', '1316472163']"
2456,1316471828,1316471926,34.74,"['1316471828', '1316471926']"
2457,1316471926,1316471828,34.74,"['1316471926', '1316471828']"
2458,1316471949,1316471958,48.96,"['1316471949', '1316471965', '1316471996', '1316471846', '1316471958']"
2459,1316471958,1316471949,48.96,"['1316471958', '1316471846', '1316471996', '1316471965', '1316471949']"
2460,1316471978,1316471757,51.61,"['1316471978', '1316471757']"
2461,1316471757,1316471978,51.61,"['1316471757', '1316471978']"
2462,1316471757,1316471802,16.27,"['1316471757', '1316471802']"
2463,1316471802,1316471757,16.27,"['1316471802', '1316471757']"
2464,1316471790,1316471780,20.78,"['1316471790', '1316471780']"
2465,1316471780,1316471790,20.78,"['1316471780', '1316471790']"
2466,1316471780,1316471707,43.49,"['1316471780', '1316471920', '1316471707']"
2467,1316471707,1316471780,43.49,"['1316471707', '1316471920', '1316471780']"
2468,1316471707,1316471924,33.63,"['1316471707', '1316471924']"
2469,1316471924,1316471707,33.63,"['1316471924', '1316471707']"
2470,1316471886,1316471894,19.56,"['1316471886', '1316471894']"
2471,1316471894,1316471886,19.56,"['1316471894', '1316471886']"
2472,1316471894,1320104059,14.55,"['1316471894', '1320104059']"
2473,1320104059,1316471894,14.55,"['1320104059', '1316471894']"
2474,1320104059,1316472011,37.18,"['1320104059', '1316472011']"
2475,1316472011,1320104059,37.18,"['1316472011', '1320104059']"
2476,1316472011,1320103661,15.36,"['1316472011', '1320103661']"
2477,1320103661,1316472011,15.36,"['1320103661', '1316472011']"
2478,1320103661,1316471890,16.93,"['1320103661', '1316471890']"
2479,1316471890,1320103661,16.93,"['1316471890', '1320103661']"
2480,1316471890,1320103807,12.94,"['1316471890', '1320103807']"
2481,1320103807,1316471890,12.94,"['1320103807', '1316471890']"
2482,1320103807,1316471709,5.22,"['1320103807', '1316471709']"
2483,1316471709,1320103807,5.22,"['1316471709', '1320103807']"
2484,1316471709,1320103826,34.64,"['1316471709', '1316471729', '1320103826']"
2485,1320103826,1316471709,34.64,"['1320103826', '1316471729', '1316471709']"
2486,1320103826,1320103907,12.6,"['1320103826', '1320103907']"
2487,1320103907,1320103826,12.6,"['1320103907', '1320103826']"
2488,1316471945,1316471935,23.09,"['1316471945', '1316471935']"
2489,1316471935,1316471945,23.09,"['1316471935', '1316471945']"
2490,1316471935,1320104015,16.02,"['1316471935', '1320104015']"
2491,1320104015,1316471935,16.02,"['1320104015', '1316471935']"
2492,1320104015,1316471712,10.61,"['1320104015', '1316471712']"
2493,1316471712,1320104015,10.61,"['1316471712', '1320104015']"
2494,1316471712,1316471824,9.33,"['1316471712', '1316471824']"
2495,1316471824,1316471712,9.33,"['1316471824', '1316471712']"
2496,1316471824,1320104052,12.12,"['1316471824', '1320104052']"
2497,1320104052,1316471824,12.12,"['1320104052', '1316471824']"
2498,1320104052,1320103834,19.84,"['1320104052', '1320103834']"
2499,1320103834,1320104052,19.84,"['1320103834', '1320104052']"
2500,1320103834,1316471899,6.23,"['1320103834', '1316471899']"
2501,1316471899,1320103834,6.23,"['1316471899', '1320103834']"
2502,1316471899,1316472009,15.07,"['1316471899', '1316472009']"
2503,1316472009,1316471899,15.07,"['1316472009', '1316471899']"
2504,1316472009,1316471926,19.57,"['1316472009', '1316471926']"
2505,1316471926,1316472009,19.57,"['1316471926', '1316472009']"
2506,1316471926,1316472162,15.52,"['1316471926', '1316472162']"
2507,1316472162,1316471926,15.52,"['1316472162', '1316471926']"
2508,1316472162,1316471895,35.57,"['1316472162', '1316471895']"
2509,1316471895,1316472162,35.57,"['1316471895', '1316472162']"
2510,1316471895,1320103726,19.83,"['1316471895', '1320103726']"
2511,1320103726,1316471895,19.83,"['1320103726', '1316471895']"
2512,1320103726,1320103918,61.06,"['1320103726', '1320103918']"
2513,1320103918,1320103726,61.06,"['1320103918', '1320103726']"
2514,1320103918,1320103815,23.42,"['1320103918', '1320103815']"
2515,1320103815,1320103918,23.42,"['1320103815', '1320103918']"
2516,1320103815,1320103802,17.29,"['1320103815', '1320103802']"
2517,1320103802,1320103815,17.29,"['1320103802', '1320103815']"
2518,1320103802,1316471889,6.33,"['1320103802', '1316471889']"
2519,1316471889,1320103802,6.33,"['1316471889', '1320103802']"
2520,1316471889,1320104026,27.71,"['1316471889', '1320104026']"
2521,1320104026,1316471889,27.71,"['1320104026', '1316471889']"
2522,1316471902,1316471988,21.39,"['1316471902', '1316471988']"
2523,1316471988,1316471902,21.39,"['1316471988', '1316471902']"
2524,1316471988,1316471695,25.01,"['1316471988', '1316471695']"
2525,1316471695,1316471988,25.01,"['1316471695', '1316471988']"
2526,1316471990,1316471801,59.26,"['1316471990', '1316472157', '1316471966', '1316471880', '1316471801']"
2527,1316471801,1316471990,59.26,"['1316471801', '1316471880', '1316471966', '1316472157', '1316471990']"
2528,1316472172,1316471993,25.93,"['1316472172', '1316471993']"
2529,1316471993,1316472172,25.93,"['1316471993', '1316472172']"
2530,1316471993,1316471757,52.97,"['1316471993', '1316471757']"
2531,1316471757,1316471993,52.97,"['1316471757', '1316471993']"
2532,1316471714,1316471909,52.36,"['1316471714', '1316471909']"
2533,1316471909,1316471714,52.36,"['1316471909', '1316471714']"
2534,1316471909,1316471773,21.5,"['1316471909', '1316471817', '1316471773']"
2535,1316471773,1316471909,21.5,"['1316471773', '1316471817', '1316471909']"
2536,1316471773,1316471995,41.02,"['1316471773', '1316471995']"
2537,1316471995,1316471773,41.02,"['1316471995', '1316471773']"
2538,1316471995,1316472134,7.48,"['1316471995', '1316472134']"
2539,1316472134,1316471995,7.48,"['1316472134', '1316471995']"
2540,1316472134,1316472061,47.91,"['1316472134', '1316472153', '1316472061']"
2541,1316472061,1316472134,47.91,"['1316472061', '1316472153', '1316472134']"
2542,1316472160,1316471951,34.71,"['1316472160', '1316471806', '1316471951']"
2543,1316471951,1316472160,34.71,"['1316471951', '1316471806', '1316472160']"
2544,1316472060,1316472132,30.46,"['1316472060', '1316471839', '1316471752', '1316472132']"
2545,1316472132,1316472060,30.46,"['1316472132', '1316471752', '1316471839', '1316472060']"
2546,1316471737,1316471840,34.93,"['1316471737', '1316471840']"
2547,1316471840,1316471737,34.93,"['1316471840', '1316471737']"
2548,1316472132,1316471740,10.03,"['1316472132', '1316471740']"
2549,1316471740,1316472132,10.03,"['1316471740', '1316472132']"
2550,1316471740,1316471975,15.61,"['1316471740', '1316471975']"
2551,1316471975,1316471740,15.61,"['1316471975', '1316471740']"
2552,1316471975,1316471931,10.2,"['1316471975', '1316471931']"
2553,1316471931,1316471975,10.2,"['1316471931', '1316471975']"
2554,1316471931,1316471805,13.04,"['1316471931', '1316471805']"
2555,1316471805,1316471931,13.04,"['1316471805', '1316471931']"
2556,1316471805,1316471974,6.06,"['1316471805', '1316471974']"
2557,1316471974,1316471805,6.06,"['1316471974', '1316471805']"
2558,1316471974,1316472158,16.15,"['1316471974', '1316472158']"
2559,1316472158,1316471974,16.15,"['1316472158', '1316471974']"
2560,1316472158,1316471707,21.56,"['1316472158', '1316471707']"
2561,1316471707,1316472158,21.56,"['1316471707', '1316472158']"
2562,1316471707,1316471995,23.2,"['1316471707', '1316471995']"
2563,1316471995,1316471707,23.2,"['1316471995', '1316471707']"
2564,1316471854,1316472129,41.82,"['1316471854', '1316472129']"
2565,1316472129,1316471854,41.82,"['1316472129', '1316471854']"
2566,1316471869,1316471935,49.89,"['1316471869', '1316472109', '1316471935']"
2567,1316471935,1316471869,49.89,"['1316471935', '1316472109', '1316471869']"
2568,1316472063,1316471816,24.75,"['1316472063', '1316471816']"
2569,1316471816,1316472063,24.75,"['1316471816', '1316472063']"
2570,1316471863,1320103757,11.67,"['1316471863', '1320103757']"
2571,1320103757,1316471863,11.67,"['1320103757', '1316471863']"
2572,1320103757,1316471813,26.72,"['1320103757', '1316471813']"
2573,1316471813,1320103757,26.72,"['1316471813', '1320103757']"
2574,1316471813,1320104050,4.59,"['1316471813', '1320104050']"
2575,1320104050,1316471813,4.59,"['1320104050', '1316471813']"
2576,1320104050,1316471754,46.83,"['1320104050', '1316471754']"
2577,1316471754,1320104050,46.83,"['1316471754', '1320104050']"
2578,1316471887,1316472082,43.88,"['1316471887', '1316472082']"
2579,1316472082,1316471887,43.88,"['1316472082', '1316471887']"
2580,1316472148,1316471915,32.78,"['1316472148', '1316471915']"
2581,1316471915,1316472148,32.78,"['1316471915', '1316472148']"
2582,1316471915,1316471904,19.94,"['1316471915', '1316471904']"
2583,1316471904,1316471915,19.94,"['1316471904', '1316471915']"
2584,1316472164,1316472131,51.77,"['1316472164', '1316471755', '1316472131']"
2585,1316472131,1316472164,51.77,"['1316472131', '1316471755', '1316472164']"
2586,1316471968,1316471873,20.62,"['1316471968', '1316471873']"
2587,1316471873,1316471968,20.62,"['1316471873', '1316471968']"
2588,1316471873,1316471906,27.94,"['1316471873', '1316471963', '1316471906']"
2589,1316471906,1316471873,27.94,"['1316471906', '1316471963', '1316471873']"
2590,1316471908,1316471860,32.2,"['1316471908', '2550257542', '1316471860']"
2591,1316471860,1316471908,32.2,"['1316471860', '2550257542', '1316471908']"
2592,1316471860,1316471722,17.23,"['1316471860', '1316471722']"
2593,1316471722,1316471860,17.23,"['1316471722', '1316471860']"
2594,1316471722,1316472064,15.82,"['1316471722', '1316472064']"
2595,1316472064,1316471722,15.82,"['1316472064', '1316471722']"
2596,1316471722,1316471788,45.01,"['1316471722', '1316471987', '1316471788']"
2597,1316471788,1316471722,45.01,"['1316471788', '1316471987', '1316471722']"
2598,1316471874,1316471947,26.96,"['1316471874', '1316471947']"
2599,1316471947,1316471874,26.96,"['1316471947', '1316471874']"
2600,1316472151,1316472134,49.54,"['1316472151', '1316472170', '1316472134']"
2601,1316472134,1316472151,49.54,"['1316472134', '1316472170', '1316472151']"
2602,1316471725,1316471718,30.19,"['1316471725', '1316471932', '1316471718']"
2603,1316471718,1316471725,30.19,"['1316471718', '1316471932', '1316471725']"
2604,1316471904,1316471780,16.95,"['1316471904', '1316471780']"
2605,1316471780,1316471904,16.95,"['1316471780', '1316471904']"
2606,1316471780,1316471773,25.91,"['1316471780', '1316471773']"
2607,1316471773,1316471780,25.91,"['1316471773', '1316471780']"
2608,1316471803,1320103779,74.67,"['1316471803', '1320103779']"
2609,1320103779,1316471803,74.67,"['1320103779', '1316471803']"
2610,1320103779,1320104061,9.19,"['1320103779', '1320104061']"
2611,1320104061,1320103779,9.19,"['1320104061', '1320103779']"
2612,1320104061,1316471841,4.8,"['1320104061', '1316471841']"
2613,1316471841,1320104061,4.8,"['1316471841', '1320104061']"
2614,1316471841,476554810,35.26,"['1316471841', '1316471997', '476554810']"
2615,476554810,1316471841,35.26,"['476554810', '1316471997', '1316471841']"
2616,1316471946,1316471709,46.28,"['1316471946', '1316471888', '1316471709']"
2617,1316471709,1316471946,46.28,"['1316471709', '1316471888', '1316471946']"
2618,1316471739,1316471968,30.16,"['1316471739', '1316472142', '1316471968']"
2619,1316471968,1316471739,30.16,"['1316471968', '1316472142', '1316471739']"
2620,1316471968,1316471900,24.46,"['1316471968', '1316471900']"
2621,1316471900,1316471968,24.46,"['1316471900', '1316471968']"
2622,1316471900,1316471918,24.29,"['1316471900', '1316471918']"
2623,1316471918,1316471900,24.29,"['1316471918', '1316471900']"
2624,1316471934,1316471756,35.88,"['1316471934', '1316471986', '1316471756']"
2625,1316471756,1316471934,35.88,"['1316471756', '1316471986', '1316471934']"
2626,1316471756,1316471908,16.27,"['1316471756', '2550257540', '1316471908']"
2627,1316471908,1316471756,16.27,"['1316471908', '2550257540', '1316471756']"
2628,1316471908,1320103943,38.95,"['1316471908', '1320103943']"
2629,1320103943,1316471908,38.95,"['1320103943', '1316471908']"
2630,1320103943,1316471693,6.17,"['1320103943', '1316471693']"
2631,1316471693,1320103943,6.17,"['1316471693', '1320103943']"
2632,1316471693,1316472009,13.87,"['1316471693', '1316472009']"
2633,1316472009,1316471693,13.87,"['1316472009', '1316471693']"
2634,1316471772,1316471979,31.05,"['1316471772', '1316472143', '1316471857', '1316471979']"
2635,1316471979,1316471772,31.05,"['1316471979', '1316471857', '1316472143', '1316471772']"
2636,1316471979,1316472141,45.15,"['1316471979', '1316472168', '1316472138', '1316472141']"
2637,1316472141,1316471979,45.15,"['1316472141', '1316472138', '1316472168', '1316471979']"
2638,1316471778,1316471851,45.76,"['1316471778', '1316471851']"
2639,1316471851,1316471778,45.76,"['1316471851', '1316471778']"
2640,1316471851,1316472006,42.5,"['1316471851', '1316471694', '1316472006']"
2641,1316472006,1316471851,42.5,"['1316472006', '1316471694', '1316471851']"
2642,1316472006,1316471919,51.64,"['1316472006', '1316472165', '1316471919']"
2643,1316471919,1316472006,51.64,"['1316471919', '1316472165', '1316472006']"
2644,1316471859,1316471917,32.99,"['1316471859', '1316471917']"
2645,1316471917,1316471859,32.99,"['1316471917', '1316471859']"
2646,1316472118,1316472002,14.77,"['1316472118', '1316472002']"
2647,1316472002,1316472118,14.77,"['1316472002', '1316472118']"
2648,1316472002,1316471951,8.36,"['1316472002', '1316471951']"
2649,1316471951,1316472002,8.36,"['1316471951', '1316472002']"
2650,1316471951,1316471921,20.38,"['1316471951', '1316472007', '1316471921']"
2651,1316471921,1316471951,20.38,"['1316471921', '1316472007', '1316471951']"
2652,1316471921,1316471979,12.75,"['1316471921', '1316471979']"
2653,1316471979,1316471921,12.75,"['1316471979', '1316471921']"
2654,1316471979,1316471884,35.16,"['1316471979', '1316471884']"
2655,1316471884,1316471979,35.16,"['1316471884', '1316471979']"
2656,1316471807,1316471977,40.51,"['1316471807', '1316471847', '1316471977']"
2657,1316471977,1316471807,40.51,"['1316471977', '1316471847', '1316471807']"
2658,1316471977,1316471876,50.0,"['1316471977', '1316471852', '1316471711', '1316471910', '1316471876']"
2659,1316471876,1316471977,50.0,"['1316471876', '1316471910', '1316471711', '1316471852', '1316471977']"
2660,1316471876,1316472083,26.55,"['1316471876', '1316471736', '1316472083']"
2661,1316472083,1316471876,26.55,"['1316472083', '1316471736', '1316471876']"
2662,1316472083,1316471849,48.44,"['1316472083', '1316471892', '1316471849']"
2663,1316471849,1316472083,48.44,"['1316471849', '1316471892', '1316472083']"
2664,1316471893,1316471918,22.97,"['1316471893', '1316471918']"
2665,1316471918,1316471893,22.97,"['1316471918', '1316471893']"
2666,1316471918,1316472083,34.78,"['1316471918', '1316472173', '1316472083']"
2667,1316472083,1316471918,34.78,"['1316472083', '1316472173', '1316471918']"
2668,1316471834,1316472161,43.8,"['1316471834', '1316472161']"
2669,1316472161,1316471834,43.8,"['1316472161', '1316471834']"
2670,1316471724,1316472014,18.22,"['1316471724', '1316472014']"
2671,1316472014,1316471724,18.22,"['1316472014', '1316471724']"
2672,1316472014,1316471930,17.67,"['1316472014', '1316471810', '1316471710', '1316471930']"
2673,1316471930,1316472014,17.67,"['1316471930', '1316471710', '1316471810', '1316472014']"
2674,1316471930,1316471891,9.77,"['1316471930', '1316471891']"
2675,1316471891,1316471930,9.77,"['1316471891', '1316471930']"
2676,1316471891,1316471974,47.08,"['1316471891', '1316472030', '1316471974']"
2677,1316471974,1316471891,47.08,"['1316471974', '1316472030', '1316471891']"
2678,1316471913,1316472139,38.33,"['1316471913', '1316472062', '1316472139']"
2679,1316472139,1316471913,38.33,"['1316472139', '1316472062', '1316471913']"
2680,1316471837,1316471860,20.46,"['1316471837', '1316471860']"
2681,1316471860,1316471837,20.46,"['1316471860', '1316471837']"
2682,1316471860,1316471914,45.04,"['1316471860', '1316471914']"
2683,1316471914,1316471860,45.04,"['1316471914', '1316471860']"
2684,1316471914,1316472162,16.43,"['1316471914', '1316472162']"
2685,1316472162,1316471914,16.43,"['1316472162', '1316471914']"
2686,1316472056,1316471831,21.89,"['1316472056', '1316471831']"
2687,1316471831,1316472056,21.89,"['1316471831', '1316472056']"
2688,1316471898,1316471975,39.33,"['1316471898', '1316471975']"
2689,1316471975,1316471898,39.33,"['1316471975', '1316471898']"
2690,1316471693,1316471952,16.87,"['1316471693', '1316471952']"
2691,1316471952,1316471693,16.87,"['1316471952', '1316471693']"
2692,1316471952,1316471914,17.35,"['1316471952', '1316471914']"
2693,1316471914,1316471952,17.35,"['1316471914', '1316471952']"
2694,1316471914,1316471788,17.74,"['1316471914', '1316471788']"
2695,1316471788,1316471914,17.74,"['1316471788', '1316471914']"
2696,1316471788,1316471881,16.07,"['1316471788', '1316471881']"
2697,1316471881,1316471788,16.07,"['1316471881', '1316471788']"
2698,1316471829,1316471805,32.12,"['1316471829', '1316471805']"
2699,1316471805,1316471829,32.12,"['1316471805', '1316471829']"
2700,1316471902,1316471862,14.55,"['1316471902', '1316471862']"
2701,1316471862,1316471902,14.55,"['1316471862', '1316471902']"
2702,1316471862,1316471954,17.71,"['1316471862', '1316471954']"
2703,1316471954,1316471862,17.71,"['1316471954', '1316471862']"
2704,1316471954,1316472038,20.07,"['1316471954', '1316472038']"
2705,1316472038,1316471954,20.07,"['1316472038', '1316471954']"
2706,1316472171,1316471865,30.44,"['1316472171', '1316471865']"
2707,1316471865,1316472171,30.44,"['1316471865', '1316472171']"
2708,1316471865,1316471853,26.04,"['1316471865', '1316471853']"
2709,1316471853,1316471865,26.04,"['1316471853', '1316471865']"
2710,1316471853,1316471954,21.53,"['1316471853', '1316471954']"
2711,1316471954,1316471853,21.53,"['1316471954', '1316471853']"
2712,1316471733,1316471827,19.34,"['1316471733', '1316471827']"
2713,1316471827,1316471733,19.34,"['1316471827', '1316471733']"
2714,1316471743,1316471964,33.9,"['1316471743', '1316471964']"
2715,1316471964,1316471743,33.9,"['1316471964', '1316471743']"
2716,1316471750,1316471716,8.17,"['1316471750', '1316471716']"
2717,1316471716,1316471750,8.17,"['1316471716', '1316471750']"
2718,1316471716,1316471988,16.52,"['1316471716', '1316471988']"
2719,1316471988,1316471716,16.52,"['1316471988', '1316471716']"
2720,1316471988,1316471715,14.31,"['1316471988', '1316471715']"
2721,1316471715,1316471988,14.31,"['1316471715', '1316471988']"
2722,1316471715,1316471853,17.92,"['1316471715', '1316471853']"
2723,1316471853,1316471715,17.92,"['1316471853', '1316471715']"
2724,1316471853,1316471916,19.69,"['1316471853', '1316471916']"
2725,1316471916,1316471853,19.69,"['1316471916', '1316471853']"
2726,1316471818,1316471850,38.41,"['1316471818', '1316471850']"
2727,1316471850,1316471818,38.41,"['1316471850', '1316471818']"
2728,1316472128,1316472141,29.41,"['1316472128', '1316472141']"
2729,1316472141,1316472128,29.41,"['1316472141', '1316472128']"
2730,1316472141,1316471721,18.53,"['1316472141', '1316471721']"
2731,1316471721,1316472141,18.53,"['1316471721', '1316472141']"
2732,1316471721,1316472160,20.12,"['1316471721', '1316471905', '1316472160']"
2733,1316472160,1316471721,20.12,"['1316472160', '1316471905', '1316471721']"
2734,1316472160,1316471929,21.77,"['1316472160', '1316471929']"
2735,1316471929,1316472160,21.77,"['1316471929', '1316472160']"
2736,1316471862,1316471715,21.52,"['1316471862', '1316471715']"
2737,1316471715,1316471862,21.52,"['1316471715', '1316471862']"
2738,1316471715,1316472115,25.48,"['1316471715', '1316471843', '1316472115']"
2739,1316472115,1316471715,25.48,"['1316472115', '1316471843', '1316471715']"
2740,1316471706,1316471999,46.56,"['1316471706', '1316471861', '1316471999']"
2741,1316471999,1316471706,46.56,"['1316471999', '1316471861', '1316471706']"
2742,1316471795,1316471903,54.46,"['1316471795', '1316471903']"
2743,1316471903,1316471795,54.46,"['1316471903', '1316471795']"
2744,1316472139,1320103996,40.29,"['1316472139', '1316471981', '1320103996']"
2745,1320103996,1316472139,40.29,"['1320103996', '1316471981', '1316472139']"
2746,1320103996,1320103888,38.35,"['1320103996', '1320103888']"
2747,1320103888,1320103996,38.35,"['1320103888', '1320103996']"
2748,1320103888,1316471883,24.96,"['1320103888', '1316471883']"
2749,1316471883,1320103888,24.96,"['1316471883', '1320103888']"
2750,1316471883,1316471886,39.39,"['1316471883', '1316471886']"
2751,1316471886,1316471883,39.39,"['1316471886', '1316471883']"
2752,1316471886,1316472111,12.5,"['1316471886', '1316472111']"
2753,1316472111,1316471886,12.5,"['1316472111', '1316471886']"
2754,1316472111,1320104078,12.2,"['1316472111', '1320104078']"
2755,1320104078,1316472111,12.2,"['1320104078', '1316472111']"
