id,from,to,cost,nodes
2339,642,689,36.26,"['1316236642', '1316236768']"
2340,706,734,45.18,"['1316236831', '1316237126', '1316236924']"
2341,734,706,45.18,"['1316236924', '1316237126', '1316236831']"
2342,734,668,67.84,"['1316236924', '1316236328', '1316236706']"
2343,668,734,67.84,"['1316236706', '1316236328', '1316236924']"
2344,668,787,27.09,"['1316236706', '1316237104']"
2345,787,668,27.09,"['1316237104', '1316236706']"
2346,586,606,38.25,"['1316236454', '1316236508']"
2347,606,586,38.25,"['1316236508', '1316236454']"
2348,544,829,23.35,"['1316236361', '1316237210']"
2349,829,544,23.35,"['1316237210', '1316236361']"
2350,829,547,32.9,"['1316237210', '1316236367']"
2351,547,829,32.9,"['1316236367', '1316237210']"
2352,712,540,25.09,"['1316236849', '1316236352']"
2353,540,712,25.09,"['1316236352', '1316236849']"
2354,628,789,5.07,"['1316236588', '1316237108']"
2355,789,628,5.07,"['1316237108', '1316236588']"
2356,789,834,13.66,"['1316237108', '1316237227']"
2357,834,789,13.66,"['1316237227', '1316237108']"
2358,834,578,11.62,"['1316237227', '1316236439']"
2359,578,834,11.62,"['1316236439', '1316237227']"
2360,578,209,40.26,"['1316236439', '483098883']"
2361,209,578,40.26,"['483098883', '1316236439']"
2362,587,772,17.84,"['1316236456', '1316237051']"
2363,772,587,17.84,"['1316237051', '1316236456']"
2364,772,731,20.46,"['1316237051', '1316236489', '1316236909']"
2365,731,772,20.46,"['1316236909', '1316236489', '1316237051']"
2366,593,746,46.21,"['1316236474', '1316236957']"
2367,746,593,46.21,"['1316236957', '1316236474']"
2368,746,294,66.38,"['1316236957', '639309883']"
2369,294,746,66.38,"['639309883', '1316236957']"
2370,800,715,31.9,"['1316237139', '1316236855']"
2371,715,800,31.9,"['1316236855', '1316237139']"
2372,779,788,43.84,"['1316237079', '1316237106']"
2373,788,779,43.84,"['1316237106', '1316237079']"
2374,788,610,58.63,"['1316237106', '1316236397', '1316236520']"
2375,610,788,58.63,"['1316236520', '1316236397', '1316237106']"
2376,604,589,31.53,"['1316236504', '1316236716', '1316236462']"
2377,589,604,31.53,"['1316236462', '1316236716', '1316236504']"
2378,589,825,31.99,"['1316236462', '1316237204']"
2379,825,589,31.99,"['1316237204', '1316236462']"
2380,630,737,43.5,"['1316236592', '1316236927']"
2381,737,630,43.5,"['1316236927', '1316236592']"
2382,737,752,62.02,"['1316236927', '1316237060', '1316236979']"
2383,752,737,62.02,"['1316236979', '1316237060', '1316236927']"
2384,670,653,76.79,"['1316236715', '1316236667', '1316237118', '1316236673']"
2385,653,670,76.79,"['1316236673', '1316237118', '1316236667', '1316236715']"
2386,842,689,17.66,"['1316237237', '1316236768']"
2387,689,842,17.66,"['1316236768', '1316237237']"
2388,689,794,41.89,"['1316236768', '1316237128']"
2389,794,689,41.89,"['1316237128', '1316236768']"
2390,581,654,35.84,"['1316236443', '1316236681']"
2391,654,581,35.84,"['1316236681', '1316236443']"
2392,661,636,63.32,"['1316236693', '1316236326', '1316236612']"
2393,636,661,63.32,"['1316236612', '1316236326', '1316236693']"
2394,667,552,25.16,"['1316236704', '1316237062', '1316236380']"
2395,552,667,25.16,"['1316236380', '1316237062', '1316236704']"
2396,543,816,28.63,"['1316236359', '1316236345', '1316237188']"
2397,816,543,28.63,"['1316237188', '1316236345', '1316236359']"
2398,545,573,38.35,"['1316236363', '1316236426']"
2399,573,545,38.35,"['1316236426', '1316236363']"
2400,626,807,103.64,"['1316236571', '1316236730', '1316237041', '1316237161']"
2401,807,626,103.64,"['1316237161', '1316237041', '1316236730', '1316236571']"
2402,620,566,86.41,"['1316236550', '1316236415', '1316236513', '1316236411']"
2403,566,620,86.41,"['1316236411', '1316236513', '1316236415', '1316236550']"
2404,798,554,63.22,"['1316237135', '1316236383']"
2405,554,798,63.22,"['1316236383', '1316237135']"
2406,728,667,27.53,"['1316236896', '1316236704']"
2407,667,728,27.53,"['1316236704', '1316236896']"
2408,667,727,39.47,"['1316236704', '1316236703', '1316236889']"
2409,727,667,39.47,"['1316236889', '1316236703', '1316236704']"
2410,727,684,87.87,"['1316236889', '1316237083', '1316236759']"
2411,684,727,87.87,"['1316236759', '1316237083', '1316236889']"
2412,713,698,34.11,"['1316236850', '1316236807']"
2413,698,713,34.11,"['1316236807', '1316236850']"
2414,662,674,52.94,"['1316236698', '1316236620', '1316236722']"
2415,674,662,52.94,"['1316236722', '1316236620', '1316236698']"
2416,649,759,83.13,"['1316236661', '1316236543', '1316236483', '1316237003']"
2417,759,649,83.13,"['1316237003', '1316236483', '1316236543', '1316236661']"
2418,803,533,35.22,"['1316237157', '1316236503', '1316236333']"
2419,533,803,35.22,"['1316236333', '1316236503', '1316237157']"
2420,685,567,45.44,"['1316236763', '1316236540', '1316236413']"
2421,567,685,45.44,"['1316236413', '1316236540', '1316236763']"
2422,551,748,45.69,"['1316236378', '1316236465', '1316236963']"
2423,748,551,45.69,"['1316236963', '1316236465', '1316236378']"
2424,720,841,57.77,"['1316236871', '1316236567', '1316237235']"
2425,841,720,57.77,"['1316237235', '1316236567', '1316236871']"
2426,841,640,25.03,"['1316237235', '1316236639']"
2427,640,841,25.03,"['1316236639', '1316237235']"
2428,609,635,31.0,"['1316236519', '1316236610']"
2429,635,609,31.0,"['1316236610', '1316236519']"
2430,797,651,116.37,"['1316237133', '1316236487', '1316236584', '1316237215', '1316236350', '1316236665']"
2431,651,797,116.37,"['1316236665', '1316236350', '1316237215', '1316236584', '1316236487', '1316237133']"
2432,824,569,67.15,"['1316237203', '1316236373', '1316236422']"
2433,569,824,67.15,"['1316236422', '1316236373', '1316237203']"
2434,1038,914,253.35,"['1316472060', '1316471821', '1316471823', '1316471708', '1316471696', '1316472086', '1316471877', '1316471911', '1316471747', '1316471814']"
2435,914,1038,253.35,"['1316471814', '1316471747', '1316471911', '1316471877', '1316472086', '1316471696', '1316471708', '1316471823', '1316471821', '1316472060']"
2436,1081,903,28.97,"['1316472174', '1316471809', '1316471796']"
2437,903,1081,28.97,"['1316471796', '1316471809', '1316472174']"
2438,1004,1063,59.05,"['1316471961', '1316471973', '1316472146']"
2439,1063,1004,59.05,"['1316472146', '1316471973', '1316471961']"
2440,1063,905,17.19,"['1316472146', '1316471799']"
2441,905,1063,17.19,"['1316471799', '1316472146']"
2442,951,1028,43.09,"['1316471872', '1316472108', '1316472013']"
2443,1028,951,43.09,"['1316472013', '1316472108', '1316471872']"
2444,1028,865,37.37,"['1316472013', '1316471724']"
2445,865,1028,37.37,"['1316471724', '1316472013']"
2446,865,1038,22.19,"['1316471724', '1316472060']"
2447,1038,865,22.19,"['1316472060', '1316471724']"
2448,986,901,13.33,"['1316471922', '1316471793']"
2449,901,986,13.33,"['1316471793', '1316471922']"
2450,901,971,28.95,"['1316471793', '1316471836', '1316471957', '1316471900']"
2451,971,901,28.95,"['1316471900', '1316471957', '1316471836', '1316471793']"
2452,971,955,26.3,"['1316471900', '1316471876']"
2453,955,971,26.3,"['1316471876', '1316471900']"
2454,1075,912,30.86,"['1316472163', '1316471808']"
2455,912,1075,30.86,"['1316471808', '1316472163']"
2456,923,988,34.74,"['1316471828', '1316471926']"
2457,988,923,34.74,"['1316471926', '1316471828']"
2458,998,1002,48.96,"['1316471949', '1316471965', '1316471996', '1316471846', '1316471958']"
2459,1002,998,48.96,"['1316471958', '1316471846', '1316471996', '1316471965', '1316471949']"
2460,1013,888,51.61,"['1316471978', '1316471757']"
2461,888,1013,51.61,"['1316471757', '1316471978']"
2462,888,907,16.27,"['1316471757', '1316471802']"
2463,907,888,16.27,"['1316471802', '1316471757']"
2464,899,896,20.78,"['1316471790', '1316471780']"
2465,896,899,20.78,"['1316471780', '1316471790']"
2466,896,853,43.49,"['1316471780', '1316471920', '1316471707']"
2467,853,896,43.49,"['1316471707', '1316471920', '1316471780']"
2468,853,987,33.63,"['1316471707', '1316471924']"
2469,987,853,33.63,"['1316471924', '1316471707']"
2470,960,966,19.56,"['1316471886', '1316471894']"
2471,966,960,19.56,"['1316471894', '1316471886']"
2472,966,1757,14.55,"['1316471894', '1320104059']"
2473,1757,966,14.55,"['1320104059', '1316471894']"
2474,1757,1027,37.18,"['1320104059', '1316472011']"
2475,1027,1757,37.18,"['1316472011', '1320104059']"
2476,1027,1578,15.36,"['1316472011', '1320103661']"
2477,1578,1027,15.36,"['1320103661', '1316472011']"
2478,1578,963,16.93,"['1320103661', '1316471890']"
2479,963,1578,16.93,"['1316471890', '1320103661']"
2480,963,1631,12.94,"['1316471890', '1320103807']"
2481,1631,963,12.94,"['1320103807', '1316471890']"
2482,1631,854,5.22,"['1320103807', '1316471709']"
2483,854,1631,5.22,"['1316471709', '1320103807']"
2484,854,1637,34.64,"['1316471709', '1316471729', '1320103826']"
2485,1637,854,34.64,"['1320103826', '1316471729', '1316471709']"
2486,1637,1667,12.6,"['1320103826', '1320103907']"
2487,1667,1637,12.6,"['1320103907', '1320103826']"
2488,995,994,23.09,"['1316471945', '1316471935']"
2489,994,995,23.09,"['1316471935', '1316471945']"
2490,994,1738,16.02,"['1316471935', '1320104015']"
2491,1738,994,16.02,"['1320104015', '1316471935']"
2492,1738,855,10.61,"['1320104015', '1316471712']"
2493,855,1738,10.61,"['1316471712', '1320104015']"
2494,855,920,9.33,"['1316471712', '1316471824']"
2495,920,855,9.33,"['1316471824', '1316471712']"
2496,920,1751,12.12,"['1316471824', '1320104052']"
2497,1751,920,12.12,"['1320104052', '1316471824']"
2498,1751,1640,19.84,"['1320104052', '1320103834']"
2499,1640,1751,19.84,"['1320103834', '1320104052']"
2500,1640,970,6.23,"['1320103834', '1316471899']"
2501,970,1640,6.23,"['1316471899', '1320103834']"
2502,970,1026,15.07,"['1316471899', '1316472009']"
2503,1026,970,15.07,"['1316472009', '1316471899']"
2504,1026,988,19.57,"['1316472009', '1316471926']"
2505,988,1026,19.57,"['1316471926', '1316472009']"
2506,988,1074,15.52,"['1316471926', '1316472162']"
2507,1074,988,15.52,"['1316472162', '1316471926']"
2508,1074,967,35.57,"['1316472162', '1316471895']"
2509,967,1074,35.57,"['1316471895', '1316472162']"
2510,967,1606,19.83,"['1316471895', '1320103726']"
2511,1606,967,19.83,"['1320103726', '1316471895']"
2512,1606,1673,61.06,"['1320103726', '1320103918']"
2513,1673,1606,61.06,"['1320103918', '1320103726']"
2514,1673,1634,23.42,"['1320103918', '1320103815']"
2515,1634,1673,23.42,"['1320103815', '1320103918']"
2516,1634,1629,17.29,"['1320103815', '1320103802']"
2517,1629,1634,17.29,"['1320103802', '1320103815']"
2518,1629,962,6.33,"['1320103802', '1316471889']"
2519,962,1629,6.33,"['1316471889', '1320103802']"
2520,962,1741,27.71,"['1316471889', '1320104026']"
2521,1741,962,27.71,"['1320104026', '1316471889']"
2522,972,1015,21.39,"['1316471902', '1316471988']"
2523,1015,972,21.39,"['1316471988', '1316471902']"
2524,1015,844,25.01,"['1316471988', '1316471695']"
2525,844,1015,25.01,"['1316471695', '1316471988']"
2526,1016,906,59.26,"['1316471990', '1316472157', '1316471966', '1316471880', '1316471801']"
2527,906,1016,59.26,"['1316471801', '1316471880', '1316471966', '1316472157', '1316471990']"
2528,1080,1018,25.93,"['1316472172', '1316471993']"
2529,1018,1080,25.93,"['1316471993', '1316472172']"
2530,1018,888,52.97,"['1316471993', '1316471757']"
2531,888,1018,52.97,"['1316471757', '1316471993']"
2532,857,977,52.36,"['1316471714', '1316471909']"
2533,977,857,52.36,"['1316471909', '1316471714']"
2534,977,890,21.5,"['1316471909', '1316471817', '1316471773']"
2535,890,977,21.5,"['1316471773', '1316471817', '1316471909']"
2536,890,1020,41.02,"['1316471773', '1316471995']"
2537,1020,890,41.02,"['1316471995', '1316471773']"
2538,1020,1057,7.48,"['1316471995', '1316472134']"
2539,1057,1020,7.48,"['1316472134', '1316471995']"
2540,1057,1039,47.91,"['1316472134', '1316472153', '1316472061']"
2541,1039,1057,47.91,"['1316472061', '1316472153', '1316472134']"
2542,1072,999,34.71,"['1316472160', '1316471806', '1316471951']"
2543,999,1072,34.71,"['1316471951', '1316471806', '1316472160']"
2544,1038,1056,30.46,"['1316472060', '1316471839', '1316471752', '1316472132']"
2545,1056,1038,30.46,"['1316472132', '1316471752', '1316471839', '1316472060']"
2546,874,931,34.93,"['1316471737', '1316471840']"
2547,931,874,34.93,"['1316471840', '1316471737']"
2548,1056,876,10.03,"['1316472132', '1316471740']"
2549,876,1056,10.03,"['1316471740', '1316472132']"
2550,876,1010,15.61,"['1316471740', '1316471975']"
2551,1010,876,15.61,"['1316471975', '1316471740']"
2552,1010,992,10.2,"['1316471975', '1316471931']"
2553,992,1010,10.2,"['1316471931', '1316471975']"
2554,992,910,13.04,"['1316471931', '1316471805']"
2555,910,992,13.04,"['1316471805', '1316471931']"
2556,910,1009,6.06,"['1316471805', '1316471974']"
2557,1009,910,6.06,"['1316471974', '1316471805']"
2558,1009,1071,16.15,"['1316471974', '1316472158']"
2559,1071,1009,16.15,"['1316472158', '1316471974']"
2560,1071,853,21.56,"['1316472158', '1316471707']"
2561,853,1071,21.56,"['1316471707', '1316472158']"
2562,853,1020,23.2,"['1316471707', '1316471995']"
2563,1020,853,23.2,"['1316471995', '1316471707']"
2564,939,1053,41.82,"['1316471854', '1316472129']"
2565,1053,939,41.82,"['1316472129', '1316471854']"
2566,949,994,49.89,"['1316471869', '1316472109', '1316471935']"
2567,994,949,49.89,"['1316471935', '1316472109', '1316471869']"
2568,1040,916,24.75,"['1316472063', '1316471816']"
2569,916,1040,24.75,"['1316471816', '1316472063']"
2570,945,1612,11.67,"['1316471863', '1320103757']"
2571,1612,945,11.67,"['1320103757', '1316471863']"
2572,1612,913,26.72,"['1320103757', '1316471813']"
2573,913,1612,26.72,"['1316471813', '1320103757']"
2574,913,1750,4.59,"['1316471813', '1320104050']"
2575,1750,913,4.59,"['1320104050', '1316471813']"
2576,1750,886,46.83,"['1320104050', '1316471754']"
2577,886,1750,46.83,"['1316471754', '1320104050']"
2578,961,1043,43.88,"['1316471887', '1316472082']"
2579,1043,961,43.88,"['1316472082', '1316471887']"
2580,1065,980,32.78,"['1316472148', '1316471915']"
2581,980,1065,32.78,"['1316471915', '1316472148']"
2582,980,974,19.94,"['1316471915', '1316471904']"
2583,974,980,19.94,"['1316471904', '1316471915']"
2584,1076,1055,51.77,"['1316472164', '1316471755', '1316472131']"
2585,1055,1076,51.77,"['1316472131', '1316471755', '1316472164']"
2586,1007,952,20.62,"['1316471968', '1316471873']"
2587,952,1007,20.62,"['1316471873', '1316471968']"
2588,952,975,27.94,"['1316471873', '1316471963', '1316471906']"
2589,975,952,27.94,"['1316471906', '1316471963', '1316471873']"
2590,976,943,32.2,"['1316471908', '2550257542', '1316471860']"
2591,943,976,32.2,"['1316471860', '2550257542', '1316471908']"
2592,943,863,17.23,"['1316471860', '1316471722']"
2593,863,943,17.23,"['1316471722', '1316471860']"
2594,863,1041,15.82,"['1316471722', '1316472064']"
2595,1041,863,15.82,"['1316472064', '1316471722']"
2596,863,897,45.01,"['1316471722', '1316471987', '1316471788']"
2597,897,863,45.01,"['1316471788', '1316471987', '1316471722']"
2598,953,997,26.96,"['1316471874', '1316471947']"
2599,997,953,26.96,"['1316471947', '1316471874']"
2600,1068,1057,49.54,"['1316472151', '1316472170', '1316472134']"
2601,1057,1068,49.54,"['1316472134', '1316472170', '1316472151']"
2602,866,860,30.19,"['1316471725', '1316471932', '1316471718']"
2603,860,866,30.19,"['1316471718', '1316471932', '1316471725']"
2604,974,896,16.95,"['1316471904', '1316471780']"
2605,896,974,16.95,"['1316471780', '1316471904']"
2606,896,890,25.91,"['1316471780', '1316471773']"
2607,890,896,25.91,"['1316471773', '1316471780']"
2608,908,1620,74.67,"['1316471803', '1320103779']"
2609,1620,908,74.67,"['1320103779', '1316471803']"
2610,1620,1758,9.19,"['1320103779', '1320104061']"
2611,1758,1620,9.19,"['1320104061', '1320103779']"
2612,1758,932,4.8,"['1320104061', '1316471841']"
2613,932,1758,4.8,"['1316471841', '1320104061']"
2614,932,88,35.26,"['1316471841', '1316471997', '476554810']"
2615,88,932,35.26,"['476554810', '1316471997', '1316471841']"
2616,996,854,46.28,"['1316471946', '1316471888', '1316471709']"
2617,854,996,46.28,"['1316471709', '1316471888', '1316471946']"
2618,875,1007,30.16,"['1316471739', '1316472142', '1316471968']"
2619,1007,875,30.16,"['1316471968', '1316472142', '1316471739']"
2620,1007,971,24.46,"['1316471968', '1316471900']"
2621,971,1007,24.46,"['1316471900', '1316471968']"
2622,971,983,24.29,"['1316471900', '1316471918']"
2623,983,971,24.29,"['1316471918', '1316471900']"
2624,993,887,35.88,"['1316471934', '1316471986', '1316471756']"
2625,887,993,35.88,"['1316471756', '1316471986', '1316471934']"
2626,887,976,16.27,"['1316471756', '2550257540', '1316471908']"
2627,976,887,16.27,"['1316471908', '2550257540', '1316471756']"
2628,976,1694,38.95,"['1316471908', '1320103943']"
2629,1694,976,38.95,"['1320103943', '1316471908']"
2630,1694,843,6.17,"['1320103943', '1316471693']"
2631,843,1694,6.17,"['1316471693', '1320103943']"
2632,843,1026,13.87,"['1316471693', '1316472009']"
2633,1026,843,13.87,"['1316472009', '1316471693']"
2634,889,1014,31.05,"['1316471772', '1316472143', '1316471857', '1316471979']"
2635,1014,889,31.05,"['1316471979', '1316471857', '1316472143', '1316471772']"
2636,1014,1062,45.15,"['1316471979', '1316472168', '1316472138', '1316472141']"
2637,1062,1014,45.15,"['1316472141', '1316472138', '1316472168', '1316471979']"
2638,894,937,45.76,"['1316471778', '1316471851']"
2639,937,894,45.76,"['1316471851', '1316471778']"
2640,937,1025,42.5,"['1316471851', '1316471694', '1316472006']"
2641,1025,937,42.5,"['1316472006', '1316471694', '1316471851']"
2642,1025,984,51.64,"['1316472006', '1316472165', '1316471919']"
2643,984,1025,51.64,"['1316471919', '1316472165', '1316472006']"
2644,942,982,32.99,"['1316471859', '1316471917']"
2645,982,942,32.99,"['1316471917', '1316471859']"
2646,1051,1023,14.77,"['1316472118', '1316472002']"
2647,1023,1051,14.77,"['1316472002', '1316472118']"
2648,1023,999,8.36,"['1316472002', '1316471951']"
2649,999,1023,8.36,"['1316471951', '1316472002']"
2650,999,985,20.38,"['1316471951', '1316472007', '1316471921']"
2651,985,999,20.38,"['1316471921', '1316472007', '1316471951']"
2652,985,1014,12.75,"['1316471921', '1316471979']"
2653,1014,985,12.75,"['1316471979', '1316471921']"
2654,1014,959,35.16,"['1316471979', '1316471884']"
2655,959,1014,35.16,"['1316471884', '1316471979']"
2656,911,1012,40.51,"['1316471807', '1316471847', '1316471977']"
2657,1012,911,40.51,"['1316471977', '1316471847', '1316471807']"
2658,1012,955,50.0,"['1316471977', '1316471852', '1316471711', '1316471910', '1316471876']"
2659,955,1012,50.0,"['1316471876', '1316471910', '1316471711', '1316471852', '1316471977']"
2660,955,1044,26.55,"['1316471876', '1316471736', '1316472083']"
2661,1044,955,26.55,"['1316472083', '1316471736', '1316471876']"
2662,1044,935,48.44,"['1316472083', '1316471892', '1316471849']"
2663,935,1044,48.44,"['1316471849', '1316471892', '1316472083']"
2664,965,983,22.97,"['1316471893', '1316471918']"
2665,983,965,22.97,"['1316471918', '1316471893']"
2666,983,1044,34.78,"['1316471918', '1316472173', '1316472083']"
2667,1044,983,34.78,"['1316472083', '1316472173', '1316471918']"
2668,928,1073,43.8,"['1316471834', '1316472161']"
2669,1073,928,43.8,"['1316472161', '1316471834']"
2670,865,1029,18.22,"['1316471724', '1316472014']"
2671,1029,865,18.22,"['1316472014', '1316471724']"
2672,1029,991,17.67,"['1316472014', '1316471810', '1316471710', '1316471930']"
2673,991,1029,17.67,"['1316471930', '1316471710', '1316471810', '1316472014']"
2674,991,964,9.77,"['1316471930', '1316471891']"
2675,964,991,9.77,"['1316471891', '1316471930']"
2676,964,1009,47.08,"['1316471891', '1316472030', '1316471974']"
2677,1009,964,47.08,"['1316471974', '1316472030', '1316471891']"
2678,978,1060,38.33,"['1316471913', '1316472062', '1316472139']"
2679,1060,978,38.33,"['1316472139', '1316472062', '1316471913']"
2680,930,943,20.46,"['1316471837', '1316471860']"
2681,943,930,20.46,"['1316471860', '1316471837']"
2682,943,979,45.04,"['1316471860', '1316471914']"
2683,979,943,45.04,"['1316471914', '1316471860']"
2684,979,1074,16.43,"['1316471914', '1316472162']"
2685,1074,979,16.43,"['1316472162', '1316471914']"
2686,1037,926,21.89,"['1316472056', '1316471831']"
2687,926,1037,21.89,"['1316471831', '1316472056']"
2688,969,1010,39.33,"['1316471898', '1316471975']"
2689,1010,969,39.33,"['1316471975', '1316471898']"
2690,843,1000,16.87,"['1316471693', '1316471952']"
2691,1000,843,16.87,"['1316471952', '1316471693']"
2692,1000,979,17.35,"['1316471952', '1316471914']"
2693,979,1000,17.35,"['1316471914', '1316471952']"
2694,979,897,17.74,"['1316471914', '1316471788']"
2695,897,979,17.74,"['1316471788', '1316471914']"
2696,897,957,16.07,"['1316471788', '1316471881']"
2697,957,897,16.07,"['1316471881', '1316471788']"
2698,924,910,32.12,"['1316471829', '1316471805']"
2699,910,924,32.12,"['1316471805', '1316471829']"
2700,972,944,14.55,"['1316471902', '1316471862']"
2701,944,972,14.55,"['1316471862', '1316471902']"
2702,944,1001,17.71,"['1316471862', '1316471954']"
2703,1001,944,17.71,"['1316471954', '1316471862']"
2704,1001,1035,20.07,"['1316471954', '1316472038']"
2705,1035,1001,20.07,"['1316472038', '1316471954']"
2706,1079,946,30.44,"['1316472171', '1316471865']"
2707,946,1079,30.44,"['1316471865', '1316472171']"
2708,946,938,26.04,"['1316471865', '1316471853']"
2709,938,946,26.04,"['1316471853', '1316471865']"
2710,938,1001,21.53,"['1316471853', '1316471954']"
2711,1001,938,21.53,"['1316471954', '1316471853']"
2712,871,922,19.34,"['1316471733', '1316471827']"
2713,922,871,19.34,"['1316471827', '1316471733']"
2714,879,1006,33.9,"['1316471743', '1316471964']"
2715,1006,879,33.9,"['1316471964', '1316471743']"
2716,883,859,8.17,"['1316471750', '1316471716']"
2717,859,883,8.17,"['1316471716', '1316471750']"
2718,859,1015,16.52,"['1316471716', '1316471988']"
2719,1015,859,16.52,"['1316471988', '1316471716']"
2720,1015,858,14.31,"['1316471988', '1316471715']"
2721,858,1015,14.31,"['1316471715', '1316471988']"
2722,858,938,17.92,"['1316471715', '1316471853']"
2723,938,858,17.92,"['1316471853', '1316471715']"
2724,938,981,19.69,"['1316471853', '1316471916']"
2725,981,938,19.69,"['1316471916', '1316471853']"
2726,917,936,38.41,"['1316471818', '1316471850']"
2727,936,917,38.41,"['1316471850', '1316471818']"
2728,1052,1062,29.41,"['1316472128', '1316472141']"
2729,1062,1052,29.41,"['1316472141', '1316472128']"
2730,1062,862,18.53,"['1316472141', '1316471721']"
2731,862,1062,18.53,"['1316471721', '1316472141']"
2732,862,1072,20.12,"['1316471721', '1316471905', '1316472160']"
2733,1072,862,20.12,"['1316472160', '1316471905', '1316471721']"
2734,1072,990,21.77,"['1316472160', '1316471929']"
2735,990,1072,21.77,"['1316471929', '1316472160']"
2736,944,858,21.52,"['1316471862', '1316471715']"
2737,858,944,21.52,"['1316471715', '1316471862']"
2738,858,1050,25.48,"['1316471715', '1316471843', '1316472115']"
2739,1050,858,25.48,"['1316472115', '1316471843', '1316471715']"
2740,852,1022,46.56,"['1316471706', '1316471861', '1316471999']"
2741,1022,852,46.56,"['1316471999', '1316471861', '1316471706']"
2742,902,973,54.46,"['1316471795', '1316471903']"
2743,973,902,54.46,"['1316471903', '1316471795']"
2744,1060,1727,40.29,"['1316472139', '1316471981', '1320103996']"
2745,1727,1060,40.29,"['1320103996', '1316471981', '1316472139']"
2746,1727,1656,38.35,"['1320103996', '1320103888']"
2747,1656,1727,38.35,"['1320103888', '1320103996']"
2748,1656,958,24.96,"['1320103888', '1316471883']"
2749,958,1656,24.96,"['1316471883', '1320103888']"
2750,958,960,39.39,"['1316471883', '1316471886']"
2751,960,958,39.39,"['1316471886', '1316471883']"
2752,960,1049,12.5,"['1316471886', '1316472111']"
2753,1049,960,12.5,"['1316472111', '1316471886']"
2754,1049,1765,12.2,"['1316472111', '1320104078']"
2755,1765,1049,12.2,"['1320104078', '1316472111']"
2756,1765,1659,32.67,"['1320104078', '1316472000', '1320103892']"
2757,1659,1765,32.67,"['1320103892', '1316472000', '1320104078']"
2758,1659,1033,2.43,"['1320103892', '1316472035']"
2759,1033,1659,2.43,"['1316472035', '1320103892']"
2760,1033,1046,20.43,"['1316472035', '1316472087']"
2761,1046,1033,20.43,"['1316472087', '1316472035']"
2762,1046,903,16.73,"['1316472087', '1316471796']"
2763,903,1046,16.73,"['1316471796', '1316472087']"
2764,903,885,17.49,"['1316471796', '1316471753']"
2765,885,903,17.49,"['1316471753', '1316471796']"
2766,885,1070,38.68,"['1316471753', '1316472159', '1316472156']"
2767,1070,885,38.68,"['1316472156', '1316472159', '1316471753']"
2768,1070,1061,14.73,"['1316472156', '1316472140']"
2769,1061,1070,14.73,"['1316472140', '1316472156']"
2770,878,880,63.72,"['1316471742', '1316472152', '1316471744']"
2771,880,878,63.72,"['1316471744', '1316472152', '1316471742']"
2772,1018,1025,58.42,"['1316471993', '1316471811', '1316471800', '1316471864', '1316472006']"
2773,1025,1018,58.42,"['1316472006', '1316471864', '1316471800', '1316471811', '1316471993']"
2774,1031,975,58.13,"['1316472028', '1316472145', '1316471906']"
2775,975,1031,58.13,"['1316471906', '1316472145', '1316472028']"
2776,975,905,28.58,"['1316471906', '1316471799']"
2777,905,975,28.58,"['1316471799', '1316471906']"
2778,905,1048,74.59,"['1316471799', '1316471933', '1316472107']"
2779,1048,905,74.59,"['1316472107', '1316471933', '1316471799']"
2780,892,940,37.72,"['1316471775', '1316471855']"
2781,940,892,37.72,"['1316471855', '1316471775']"
2782,940,950,30.71,"['1316471855', '1316471871']"
2783,950,940,30.71,"['1316471871', '1316471855']"
2784,950,1745,26.22,"['1316471871', '1320104041']"
2785,1745,950,26.22,"['1320104041', '1316471871']"
2786,1745,869,31.91,"['1320104041', '1316471728']"
2787,869,1745,31.91,"['1316471728', '1320104041']"
2788,1045,1669,7.09,"['1316472084', '1320103913']"
2789,1669,1045,7.09,"['1320103913', '1316472084']"
2790,1669,1042,30.47,"['1320103913', '1316472081']"
2791,1042,1669,30.47,"['1316472081', '1320103913']"
2792,909,1055,25.35,"['1316471804', '1316471953', '1316472131']"
2793,1055,909,25.35,"['1316472131', '1316471953', '1316471804']"
2794,1055,948,35.74,"['1316472131', '1316471991', '1316471868']"
2795,948,1055,35.74,"['1316471868', '1316471991', '1316472131']"
2796,948,1008,24.91,"['1316471868', '1316471969']"
2797,1008,948,24.91,"['1316471969', '1316471868']"
2798,881,1058,29.65,"['1316471745', '1316472135']"
2799,1058,881,29.65,"['1316472135', '1316471745']"
2800,1058,952,30.55,"['1316472135', '1316471873']"
2801,952,1058,30.55,"['1316471873', '1316472135']"
2802,855,950,113.81,"['1316471712', '1316471928', '1316471730', '1316471871']"
2803,950,855,113.81,"['1316471871', '1316471730', '1316471928', '1316471712']"
2804,950,850,32.75,"['1316471871', '1316471704']"
2805,850,950,32.75,"['1316471704', '1316471871']"
2806,850,846,26.76,"['1316471704', '1316471698']"
2807,846,850,26.76,"['1316471698', '1316471704']"
2808,1069,845,42.67,"['1316472154', '1316471697']"
2809,845,1069,42.67,"['1316471697', '1316472154']"
2810,864,986,57.59,"['1316471723', '1316471956', '1316471922']"
2811,986,864,57.59,"['1316471922', '1316471956', '1316471723']"
2812,856,968,78.63,"['1316471713', '1316471896']"
2813,968,856,78.63,"['1316471896', '1316471713']"
2814,892,1717,6.18,"['1316471775', '1320103980']"
2815,1717,892,6.18,"['1320103980', '1316471775']"
2816,1717,1645,9.72,"['1320103980', '1320103860']"
